"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.3","11.0","13.6","3502","Overall","Age 25 and Older","All Races","> 12th Grade"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","8.2","29.6","62","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.1","9.0","17.2","316","Overall","All Ages","Hispanic","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.3","3.5","19.1","84","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.2","20.0","2247","Male","All Ages","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","12.3","17.9","815","Female","18 to 44 Years","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.2","12.6","15.8","2874","Female","All Ages","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.2","14.9","17.5","5122","Overall","All Ages","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.2","25.6","38.8","267","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.4","19.6","25.2","1111","Overall","Age 20 and Older","All Races","12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.8","10.5","13.1","3627","Overall","Age 20 and Older","All Races","> 12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.8","19.9","25.7","1040","Overall","Age 25 and Older","All Races","12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.9","10.6","13.2","3463","Overall","Age 25 and Older","All Races","> 12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.7","24.2","37.2","254","Overall","Age 25 and Older","All Races","< 12th Grade"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","10.9","37.1","54","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.8","15.4","18.2","4233","Overall","All Ages","White","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","5.5","0.8","10.2","93","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","7.5","16.7","301","Overall","All Ages","Hispanic","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","16.5","21.5","1295","Overall","25 to 44 Years","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.1","10.2","20.0","350","Overall","18 to 24 Years","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","17.1","21.5","1839","Overall","45 to 64 Years","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.8","6.3","9.3","1643","Overall","65 Years and Older","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","16.1","20.1","2290","Male","All Ages","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","12.6","18.4","828","Female","18 to 44 Years","All Races","All Grades"
"2016","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","12.8","16.0","2832","Female","All Ages","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","15.1","18.1","4311","Overall","All Ages","White","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","15.7","18.5","5119","Overall","All Ages","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","6.3","0.0","12.9","83","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","9.9","21.1","209","Overall","All Ages","Hispanic","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","16.5","21.1","1849","Overall","45 to 64 Years","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.9","7.3","10.5","1909","Overall","65 Years and Older","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.9","26.8","41.0","247","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","19.9","25.9","1203","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.4","11.0","13.8","3567","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.0","25.1","38.9","243","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.7","19.6","25.8","1134","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.2","10.7","13.7","3427","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.1","13.3","38.9","56","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.7","13.4","48.0","51","Overall","All Ages","African American","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","13.7","24.5","290","Overall","18 to 24 Years","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","17.1","22.7","1071","Overall","25 to 44 Years","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","15.8","20.0","2264","Male","All Ages","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","16.2","23.2","688","Female","18 to 44 Years","All Races","All Grades"
"2015","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.3","14.4","18.2","2855","Female","All Ages","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","15.5","18.5","4968","Overall","All Ages","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","15.5","18.7","4217","Overall","All Ages","White","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.6","7.1","10.1","1948","Overall","65 Years and Older","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.8","25.7","39.9","249","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.7","20.3","27.1","1080","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","18.8","25.6","1022","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.8","26.4","41.2","239","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.3","10.9","13.7","3543","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.4","10.9","13.9","3427","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.5","2.9","20.1","73","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.7","7.8","17.6","221","Overall","All Ages","Hispanic","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","12.4","22.6","262","Overall","18 to 24 Years","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","17.7","23.9","931","Overall","25 to 44 Years","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.2","16.0","20.4","1827","Overall","45 to 64 Years","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.2","16.1","20.3","2111","Male","All Ages","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","15.8","23.6","607","Female","18 to 44 Years","All Races","All Grades"
"2014","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.8","13.8","17.8","2857","Female","All Ages","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","12.8","23.2","315","Overall","18 to 24 Years","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","15.9","18.7","5784","Overall","All Ages","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.5","1.4","15.6","78","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","11.1","24.9","200","Overall","All Ages","Hispanic","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.9","15.5","18.3","5022","Overall","All Ages","White","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","16.8","21.2","2268","Overall","45 to 64 Years","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","17.9","23.7","1212","Overall","25 to 44 Years","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.2","10.8","13.6","4063","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.8","21.7","27.9","1353","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","35.7","28.4","43.0","264","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.0","6.6","9.4","1989","Overall","65 Years and Older","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.4","20.5","26.3","1288","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.5","27.1","41.9","253","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","10.7","13.5","3911","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","16.6","20.8","2495","Male","All Ages","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","14.1","17.9","3289","Female","All Ages","All Races","All Grades"
"2013","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.2","14.7","21.7","773","Female","18 to 44 Years","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","16.4","19.4","5170","Overall","All Ages","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","15.9","19.1","4298","Overall","All Ages","White","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.6","6.9","10.3","1788","Overall","65 Years and Older","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.4","27.4","41.4","290","Overall","Age 20 and Older","All Races","< 12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.1","25.9","40.3","277","Overall","Age 25 and Older","All Races","< 12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","19.8","26.0","1235","Overall","Age 20 and Older","All Races","12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.2","11.6","14.8","3525","Overall","Age 20 and Older","All Races","> 12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","19.8","26.2","1185","Overall","Age 25 and Older","All Races","12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.3","11.7","14.9","3398","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","11.3","23.3","212","Overall","All Ages","Hispanic","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.6","1.8","17.4","88","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","12.0","22.6","243","Overall","18 to 24 Years","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","17.0","21.6","2026","Overall","45 to 64 Years","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","19.0","25.2","1060","Overall","25 to 44 Years","All Races","All Grades"
"2012","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","16.4","21.0","2085","Male","All Ages","All Races","All Grades"
